Asset name,Source URL,License,Attribution required?,File format downloaded,Approximate polygon/triangle count,One-line description,Folder/category,File path
kenney furniture-kit toilet,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_toilet.obj
kenney furniture-kit toiletSquare,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_toiletSquare.obj
kenney furniture-kit trashcan,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Crates_Barrels_Clutter,/home/ubuntu/BOPLUX_assets/Crates_Barrels_Clutter/kenney_furniture-kit_trashcan.obj
kenney furniture-kit wall,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_wall.obj
kenney furniture-kit wallCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_wallCorner.obj
kenney furniture-kit wallCornerRond,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_wallCornerRond.obj
kenney furniture-kit wallDoorway,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_wallDoorway.obj
kenney furniture-kit wallDoorwayWide,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_wallDoorwayWide.obj
kenney furniture-kit wallHalf,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_wallHalf.obj
kenney furniture-kit wallWindow,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_wallWindow.obj
kenney furniture-kit wallWindowSlide,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_wallWindowSlide.obj
kenney furniture-kit washer,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_washer.obj
kenney furniture-kit washerDryerStacked,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,OBJ,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_washerDryerStacked.obj
kenney retro-urban-kit balcony-ladder-bottom,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_balcony-ladder-bottom.fbx
kenney retro-urban-kit balcony-ladder-top,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_balcony-ladder-top.fbx
kenney retro-urban-kit balcony-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_balcony-type-a.fbx
kenney retro-urban-kit cliff-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Rocks_Terrain,/home/ubuntu/BOPLUX_assets/Rocks_Terrain/kenney_retro-urban-kit_cliff-corner.fbx
kenney retro-urban-kit cliff-side,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Rocks_Terrain,/home/ubuntu/BOPLUX_assets/Rocks_Terrain/kenney_retro-urban-kit_cliff-side.fbx
kenney retro-urban-kit detail-awning-small,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-awning-small.fbx
kenney retro-urban-kit detail-awning-wide,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-awning-wide.fbx
kenney retro-urban-kit detail-barrier-strong-damaged,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-strong-damaged.fbx
kenney retro-urban-kit detail-barrier-strong-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-strong-type-a.fbx
kenney retro-urban-kit detail-barrier-strong-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-strong-type-b.fbx
kenney retro-urban-kit detail-barrier-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-type-a.fbx
kenney retro-urban-kit detail-barrier-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-type-b.fbx
kenney retro-urban-kit detail-beam,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-beam.fbx
kenney retro-urban-kit detail-bench,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-bench.fbx
kenney retro-urban-kit detail-block,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-block.fbx
kenney retro-urban-kit detail-bricks-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-bricks-type-a.fbx
kenney retro-urban-kit detail-bricks-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-bricks-type-b.fbx
kenney retro-urban-kit detail-cables-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-cables-type-a.fbx
kenney retro-urban-kit detail-cables-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-cables-type-b.fbx
kenney retro-urban-kit detail-dumpster-closed,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-dumpster-closed.fbx
kenney retro-urban-kit detail-dumpster-open,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-dumpster-open.fbx
kenney retro-urban-kit detail-light-double,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-light-double.fbx
kenney retro-urban-kit detail-light-single,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-light-single.fbx
kenney retro-urban-kit detail-light-traffic,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-light-traffic.fbx
kenney retro-urban-kit door-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_door-type-a.fbx
kenney retro-urban-kit door-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_door-type-b.fbx
kenney retro-urban-kit grass-corner-inner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_grass-corner-inner.fbx
kenney retro-urban-kit grass-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_grass-corner.fbx
kenney retro-urban-kit grass-hill,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_grass-hill.fbx
kenney retro-urban-kit grass,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_grass.fbx
kenney retro-urban-kit pallet-small,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_pallet-small.fbx
kenney retro-urban-kit pallet,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_pallet.fbx
kenney retro-urban-kit planks,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_planks.fbx
kenney retro-urban-kit road-asphalt-center,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-center.fbx
kenney retro-urban-kit road-asphalt-corner-inner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-corner-inner.fbx
kenney retro-urban-kit road-asphalt-corner-outer,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-corner-outer.fbx
kenney retro-urban-kit road-asphalt-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-corner.fbx
kenney retro-urban-kit road-asphalt-damaged,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-damaged.fbx
kenney retro-urban-kit road-asphalt-pavement,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-pavement.fbx
kenney retro-urban-kit road-asphalt-side,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-side.fbx
kenney retro-urban-kit road-asphalt-straight,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-straight.fbx
kenney retro-urban-kit road-dirt-center,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-center.fbx
kenney retro-urban-kit road-dirt-corner-inner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-corner-inner.fbx
kenney retro-urban-kit road-dirt-corner-outer,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-corner-outer.fbx
kenney retro-urban-kit road-dirt-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-corner.fbx
kenney retro-urban-kit road-dirt-damaged,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-damaged.fbx
kenney retro-urban-kit road-dirt-pavement,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-pavement.fbx
kenney retro-urban-kit road-dirt-side,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-side.fbx
kenney retro-urban-kit road-dirt-straight,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-straight.fbx
kenney retro-urban-kit road-dirt-tile,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-tile.fbx
kenney retro-urban-kit roof-metal-poles,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_roof-metal-poles.fbx
kenney retro-urban-kit roof-metal-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_roof-metal-type-a.fbx
kenney retro-urban-kit roof-metal-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_roof-metal-type-b.fbx
kenney retro-urban-kit scaffolding-floor,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_scaffolding-floor.fbx
kenney retro-urban-kit scaffolding-poles,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_scaffolding-poles.fbx
kenney retro-urban-kit scaffolding-structure,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_scaffolding-structure.fbx
kenney retro-urban-kit tree-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-large.fbx
kenney retro-urban-kit tree-park-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-park-large.fbx
kenney retro-urban-kit tree-park-pine-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-park-pine-large.fbx
kenney retro-urban-kit tree-pine-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-pine-large.fbx
kenney retro-urban-kit tree-pine-small,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-pine-small.fbx
kenney retro-urban-kit tree-shrub,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,FBX,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-shrub.fbx
