Asset name,Source URL,License,Attribution required?,File format downloaded,Approximate polygon/triangle count,One-line description,Folder/category,File path
kenney retro-urban-kit road-asphalt-straight,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-asphalt-straight.glb
kenney retro-urban-kit road-dirt-center,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-center.glb
kenney retro-urban-kit road-dirt-corner-inner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-corner-inner.glb
kenney retro-urban-kit road-dirt-corner-outer,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-corner-outer.glb
kenney retro-urban-kit road-dirt-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-corner.glb
kenney retro-urban-kit road-dirt-damaged,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-damaged.glb
kenney retro-urban-kit road-dirt-pavement,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-pavement.glb
kenney retro-urban-kit road-dirt-side,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-side.glb
kenney retro-urban-kit road-dirt-straight,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-straight.glb
kenney retro-urban-kit road-dirt-tile,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_road-dirt-tile.glb
kenney retro-urban-kit roof-metal-poles,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_roof-metal-poles.glb
kenney retro-urban-kit roof-metal-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_roof-metal-type-a.glb
kenney retro-urban-kit roof-metal-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_roof-metal-type-b.glb
kenney retro-urban-kit scaffolding-floor,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_scaffolding-floor.glb
kenney retro-urban-kit scaffolding-poles,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_scaffolding-poles.glb
kenney retro-urban-kit scaffolding-structure,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_scaffolding-structure.glb
kenney retro-urban-kit tree-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-large.glb
kenney retro-urban-kit tree-park-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-park-large.glb
kenney retro-urban-kit tree-park-pine-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-park-pine-large.glb
kenney retro-urban-kit tree-pine-large,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-pine-large.glb
kenney retro-urban-kit tree-pine-small,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-pine-small.glb
kenney retro-urban-kit tree-shrub,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-shrub.glb
kenney retro-urban-kit tree-small,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_retro-urban-kit_tree-small.glb
kenney retro-urban-kit truck-flat,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-flat.glb
kenney retro-urban-kit truck-green-cargo,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-green-cargo.glb
kenney retro-urban-kit truck-green,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-green.glb
kenney retro-urban-kit truck-grey-cargo,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-grey-cargo.glb
kenney retro-urban-kit truck-grey,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_truck-grey.glb
kenney retro-urban-kit wall-a-column-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-column-painted.glb
kenney retro-urban-kit wall-a-column,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-column.glb
kenney retro-urban-kit wall-a-corner-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-corner-painted.glb
kenney retro-urban-kit wall-a-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-corner.glb
kenney retro-urban-kit wall-a-detail-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-detail-painted.glb
kenney retro-urban-kit wall-a-detail,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-detail.glb
kenney retro-urban-kit wall-a-diagonal,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-diagonal.glb
kenney retro-urban-kit wall-a-door,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-door.glb
kenney retro-urban-kit wall-a-flat-garage,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-flat-garage.glb
kenney retro-urban-kit wall-a-flat-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-flat-painted.glb
kenney retro-urban-kit wall-a-flat-window,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-flat-window.glb
kenney retro-urban-kit wall-a-flat,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-flat.glb
kenney retro-urban-kit wall-a-garage,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-garage.glb
kenney retro-urban-kit wall-a-low-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-low-painted.glb
kenney retro-urban-kit wall-a-low,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-low.glb
kenney retro-urban-kit wall-a-open,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-open.glb
kenney retro-urban-kit wall-a-painted-diagonal,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-painted-diagonal.glb
kenney retro-urban-kit wall-a-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-painted.glb
kenney retro-urban-kit wall-a-roof-detailed,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-roof-detailed.glb
kenney retro-urban-kit wall-a-roof-slant-detailed,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-roof-slant-detailed.glb
kenney retro-urban-kit wall-a-roof-slant,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-roof-slant.glb
kenney retro-urban-kit wall-a-roof,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-roof.glb
kenney retro-urban-kit wall-a-window,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a-window.glb
kenney retro-urban-kit wall-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-a.glb
kenney retro-urban-kit wall-b-column,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-column.glb
kenney retro-urban-kit wall-b-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-corner.glb
kenney retro-urban-kit wall-b-detail-painted,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-detail-painted.glb
kenney retro-urban-kit wall-b-diagonal,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-diagonal.glb
kenney retro-urban-kit wall-b-door,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-door.glb
kenney retro-urban-kit wall-b-flat-garage,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-flat-garage.glb
kenney retro-urban-kit wall-b-flat-window,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-flat-window.glb
kenney retro-urban-kit wall-b-flat,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-flat.glb
kenney retro-urban-kit wall-b-garage,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-garage.glb
kenney retro-urban-kit wall-b-low,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-low.glb
kenney retro-urban-kit wall-b-open,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-open.glb
kenney retro-urban-kit wall-b-roof-detailed,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-roof-detailed.glb
kenney retro-urban-kit wall-b-roof-slant-detailed,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-roof-slant-detailed.glb
kenney retro-urban-kit wall-b-roof-slant,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-roof-slant.glb
kenney retro-urban-kit wall-b-roof,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-roof.glb
kenney retro-urban-kit wall-b-window,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b-window.glb
kenney retro-urban-kit wall-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-b.glb
kenney retro-urban-kit wall-broken-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-broken-type-a.glb
kenney retro-urban-kit wall-broken-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-broken-type-b.glb
kenney retro-urban-kit wall-c-flat-low,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-c-flat-low.glb
kenney retro-urban-kit wall-c-flat,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-c-flat.glb
kenney retro-urban-kit wall-fence,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-fence.glb
kenney retro-urban-kit wall-steps-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-steps-type-a.glb
kenney retro-urban-kit wall-steps-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-steps-type-b.glb
kenney retro-urban-kit wall-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-type-a.glb
kenney retro-urban-kit wall-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_wall-type-b.glb
kenney retro-urban-kit window-small-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_window-small-type-a.glb
kenney retro-urban-kit window-small-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_window-small-type-b.glb
kenney retro-urban-kit window-wide-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_window-wide-type-a.glb
kenney retro-urban-kit window-wide-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_window-wide-type-b.glb
kenney retro-urban-kit window-wide-type-c,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_window-wide-type-c.glb
kenney retro-urban-kit window-wide-type-d,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,GLB,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_window-wide-type-d.glb
kenney retro-urban-kit balcony-ladder-bottom,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_balcony-ladder-bottom.obj
kenney retro-urban-kit balcony-ladder-top,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_balcony-ladder-top.obj
kenney retro-urban-kit balcony-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_balcony-type-a.obj
kenney retro-urban-kit cliff-corner,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Rocks_Terrain,/home/ubuntu/BOPLUX_assets/Rocks_Terrain/kenney_retro-urban-kit_cliff-corner.obj
kenney retro-urban-kit cliff-side,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Rocks_Terrain,/home/ubuntu/BOPLUX_assets/Rocks_Terrain/kenney_retro-urban-kit_cliff-side.obj
kenney retro-urban-kit detail-awning-small,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-awning-small.obj
kenney retro-urban-kit detail-awning-wide,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-awning-wide.obj
kenney retro-urban-kit detail-barrier-strong-damaged,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-strong-damaged.obj
kenney retro-urban-kit detail-barrier-strong-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-strong-type-a.obj
kenney retro-urban-kit detail-barrier-strong-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-strong-type-b.obj
kenney retro-urban-kit detail-barrier-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-type-a.obj
kenney retro-urban-kit detail-barrier-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-barrier-type-b.obj
kenney retro-urban-kit detail-beam,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-beam.obj
kenney retro-urban-kit detail-bench,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-bench.obj
kenney retro-urban-kit detail-block,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-block.obj
kenney retro-urban-kit detail-bricks-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-bricks-type-a.obj
kenney retro-urban-kit detail-bricks-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-bricks-type-b.obj
kenney retro-urban-kit detail-cables-type-a,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-cables-type-a.obj
kenney retro-urban-kit detail-cables-type-b,https://kenney.nl/assets/retro-urban-kit,CC0 1.0,N,OBJ,Not stated,Stylized urban structural kit and city props.,Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_retro-urban-kit_detail-cables-type-b.obj
